"","H1","L1","H2","L2","H3","L3","H4","L4","H5","L5"
"ADD1",8.82961757077029,393.111878327892,75.0360604540671,191.023064492419,94.1540638283865,78.5295087263957,221.932225941793,159.244952039235,40.8618311662315,304.388725260262
"ADD2",0,0.0799798786403768,0,0,11.5757377099279,2.7763842152529,4.22255464965781,0.313955467372745,2.74428826462786,0.119149283345815
"ADD3",1.01325122691862,5.2983950242329,2.23498604590737,5.4992760314085,2.01465876434527,2.89741801065764,1.80152094570128,5.37421009614281,3.0903835006557,2.68544726746092
"ADGRA2",33.9026962881447,5.72185533626443,42.2561418113202,18.6667806301498,50.5451202952791,6.99309804112725,2.27729337152985,5.47685142443375,2.53367889037666,4.16689298119993
"ADGRA3",15.3093558045529,14.4948496609688,2.98949332267158,15.4586783606283,21.050416734605,20.3891686042053,5.62950151243676,3.70837123007901,9.00330275577531,15.0196038725493
"ADGRA3P1",0.427719897307984,2.792564061319,6.92695597143037,0.720798450643124,4.22455987031661,3.0390357848727,0.926400563684608,3.29032404859423,3.22649119678866,1.61033020645677
"ADGRB3",0,0,0,0,0,0,0,14.7405717896057,0,0
"ADGRD1",2.60176828632966,3.32483969707424,0,4.43239877691846,2.97285351511572,1.08105341380282,3.00238380767769,3.10421478506206,2.20261131795971,3.99379984171661
"ADGRE2",4.5635624261129,0,4.08229056185482,2.98073191449714,2.63092018047357,0,0,0,0,0
"ADGRE3",5.83636055343224,27.2120197868609,1.03813888180827,5.49126689952897,9.4675685296862,1.09391840055928,6.23202948123902,0.728465122464593,0,1.92427674807691
"ADGRE5",14.1277806175341,10.692224083795,25.8510426710091,2.92619019476785,29.4469114055397,3.04701207666171,0.22486784635273,0.771835196041943,31.0095616527101,1.5209822045727
"ADGRF3",4.07149103684326,0,2.23588439467506,4.86360388012818,5.57275786457415,2.60018535663648,0,3.79979859970435,3.13518518547006,3.82279148894392
"ADGRF5",103.870073921949,577.126307561297,109.736366927215,1074.23867710195,198.015453189435,378.017806605535,448.854396036369,1035.08933170247,79.0709761907521,854.721767717546
