gene	log2FoldChange	pvalue
NIBAN1	0.781294108	0.212246981
RC3H1	0.395333325	0.257694925
GPR55	0.931316944	0.109096073
SP110	0.316908222	0.483106494
PAX3	0	1
DOCK10	0.270276825	0.416797242
USP37	0.351764536	0.290209332
HTR2B	0.500592534	0.424553474
ITM2C	0.141086757	0.566377748
DNAJB2	0.078550396	0.677372487
WNT10A	0.639037699	0.474807381
REV1	0.343561326	0.151458842
TSGA10	0.921235519	0.089541694
MFSD9	0.629699998	0.007176688
TMEM127	0.086180914	0.850175546
EDAR	1.16794425	0.064654647
TGFBRAP1	0.049452979	0.865622348
GCC2	0.989333076	0.029386499
MRPS9	0.158034588	0.545759078
C2orf49	0.497689323	0.119266414
ANKRD36	0.940516592	0.032580152
EPC2	0.494120511	0.191400328
ISCU	0.350056197	0.191980117
ALDH1L2	0.429329332	0.417611599
STAB2	0.348578879	0.613734405
USP44	0.189832844	0.68793182
SCYL2	0.285019286	0.422103581
PLXNC1	0.173372868	0.690997206
PWP1	0.134758025	0.507780433
WASHC4	0.242393357	0.590347097
VILL	0.258535055	0.447255955
NEK3	0.165483273	0.711357372
PCDH8	1.073133602	0.734212551
VPS36	0.154544816	0.479605735
RNASEH2B	0.310609558	0.2582994
CKAP2	0.190319307	0.670032544
TBC1D4	0.001564811	0.996074451
THSD1	0.389404028	0.371559963
BORA	0.433751315	0.183882174
MED4	0.680566618	0.008131212
PHF11	0.27813194	0.427065272
COG3	0.270322365	0.303472546
LMO7	0.432494749	0.355901048
ITM2B	0.329433399	0.361201199
NUDT15	0.341453305	1.72E-01
LCP1	0.321528535	0.585109367
SCRN1	0.020199564	9.49E-01
SPDYE1	0.788157434	0.088008949
CHST12	1.136388684	0.006433428
IGF2BP3	0.501518826	0.54127043
RAPGEF5	0.102135039	0.865253004
NUP42	0.233725541	0.499046323
AOAH	0.398025731	0.504095278
HUS1	0.177827594	0.405500811
CCM2	0.32162247	0.32662903
MYO1G	0.413477223	0.46401682
MMD2	0.495355393	0.875464745
CIDEB	0.494882812	0.858725029
NKX2-8	0	1
NKX2-1	0	1
MTHFS	0.029621187	9.47E-01
ADAMTS7	0.134693312	0.805638164
ABHD17C	0.660061642	0.193320261
IREB2	0.06703555	0.757081667
TM6SF1	0.348617977	0.545564791
CALCOCO2	0.206311831	0.535609576
MYCBPAP	0.031844918	9.61E-01
SRSF1	0.216049951	0.393261612
VEZF1	0.381521729	0.090046367
GH2	0	1
CSH1	0	1
LIMD2	0.646528645	0.195231858
KAT7	0.438071996	0.109468842
TRA2B	0.120626555	0.638181479
TBR1	0.657581072	0.68558364
MARCHF7	0.280000045	0.406805237
ERMN	2.52123632	5.50E-03
GALNT5	2.656145966	0.036680557
SCN7A	0.166960087	0.844081651
TANK	0.59485806	0.270444944
BLK	1.834653607	0.027880337
SKIL	0.44331968	0.333462596
IL36G	1.865384342	0.443510475
IL36RN	0.452974278	0.853382734
IL36B	0.495355393	0.875464745
CFC1	0	1
WDR33	0.25557944	0.209180068
SAP130	0.656538467	0.036507434
BIN1	0.02063324	0.94519413
STAM	0.40543772	0.141611637
GAD2	0	1
ABI1	0.218181681	0.461100728
CDK9	0.249790971	0.350677829
ODF2	0.062321516	0.758131952
TOR1B	0.10906973	0.747433841
C9orf78	0.688740571	0.019606973
TOR1A	0.209575933	0.383094041
OR1J1	0	1
OR13C9	0	1
TMOD1	0.488638304	0.414386536
DAB2IP	0.034751334	0.951954928
ANGPTL2	0.106323164	0.821326427
CDK5RAP2	0.124072003	0.445707547
ZFP37	1.130075423	0.017365995
TLR4	0.350004903	0.576405269
ALDOB	2.683523305	0.009060392
STX17	0.194038303	0.416595568
PRPF4	0.161803128	0.41969216
USP20	0.46383096	0.166907749
KIF12	0.265953105	0.883963377
ATP6V1G1	0.162082165	0.480968687
TEX10	0.190240063	0.464742653
GARNL3	0.113514286	0.806206459
MRPL50	0.249079205	0.568604603
WDR38	0.695437618	0.155956906
TSTD2	0.084854962	0.740129785
GABBR2	1.128700656	0.226796098
HEMGN	0.67052246	0.557733886
TRMO	0.844966574	0.020484068
GOLGA1	0.193737381	0.400701551
XPA	0.228765551	0.486962044
NCBP1	0.226565634	0.31200781
PDCL	0.34453874	0.240295798
RPL35	0.144115525	0.562151393
LMX1B	0.717552898	0.708530721
ARPC5L	0.065303349	0.779820872
DSCC1	0.097230625	0.8574994
DERL1	0.343631346	0.085190693
CCN3	0.39853592	0.685547435
RANBP6	0.080401858	0.804241664
POLR1E	0.242639035	0.294954205
PLAA	0.198898115	0.329198375
IL11RA	0.261268462	0.673314678
UBAP2	0.129521222	0.448078068
APTX	0.140255625	0.448553121
RNF38	0.421910117	0.168203342
CCL21	1.162636555	0.529229936
SIT1	1.739118094	6.05E-03
IFNA21	0	1
DMRT1	0	1
DNAJB5	0.181152373	4.68E-01
SPAG8	1.340122063	0.21861584
DCTN3	0.070760995	0.808566263
HINT2	2.412911994	4.27E-02
ARHGEF39	0.089833379	0.846371078
IGFBPL1	0.26724129	0.752311531
DENND4C	0.04231341	0.838007325
RPS6	0.215219121	3.64E-01
KLC4	0.055862613	7.94E-01
ZSCAN9	0.419225691	0.12232323
PIM1	0.092313018	0.823662842
TFAP2A	0.865792307	0.539891318
SLC22A7	1.018719966	0.531158534
TMEM14B	0.011661609	0.959000077
TJAP1	0.016611027	0.940888143
TINAG	0	1
IRF4	0.830713166	0.249632287
FOXF2	1.705363293	0.586245705
RIPK1	0.297317789	0.33839245
UQCC2	0.012885527	0.961484678
MDC1	0.035085712	0.87421185
ATAT1	0.399712995	0.07990178
CLPS	0	1
VARS2	0.431666229	0.655329064
TAF8	0.257227959	0.230302521
FAM8A1	0.408103402	0.276825477
FGFBP1	3.628457242	0.047991356
FGFBP2	2.168996607	0.072494408
CPEB2	0.150995018	0.747513661
TLR2	0.368970405	0.62140399
TTC29	0	1
FCHSD2	0.205516552	0.38166628
THAP12	0.266290552	0.25912602
ANKRD42	0.123097716	0.711781862
NUMA1	0.031610094	0.910307156
SYTL2	1.446300138	0.018337668
RAB30	0.797448376	0.067087426
TTPA	0.008719144	0.99779661
TGS1	0.533259228	0.035873573
NEK1	0.154359736	0.717649614
NXPE4	0.495355393	0.875464745
SORL1	0.946259067	0.120386408
BUD13	0.612463614	0.040607803
MMP27	0	1
CFAP300	0.175473006	0.769288064
TRIM29	0.132438979	0.937204271
BTG4	0.189355121	0.904563498
RDX	0.366737085	0.521927148
PPP2R1B	0.210959284	0.387122923
C11orf1	0.303809737	0.477617989
ARHGAP20	0.380772391	0.451021363
FXYD2	0.121447961	0.87648468
CASP5	0.849544933	0.358787337
ALKBH8	0.326494066	0.374778799
MAP2K5	0.187039009	0.429589485
UNC13C	0.416847375	0.771748237
CTDSPL2	0.227735648	0.537884312
SLTM	0.346413214	0.26036057
KNL1	0.082396747	0.889195674
RTF1	0.19447786	0.255585948
PARP6	0.272545859	2.62E-01
PAQR5	0.407858087	0.457687287
LRRC49	0.131560771	0.799207854
TUBGCP4	0.22243899	0.307348573
TMEM62	0.335345564	0.222590011
PAK6	0.744617191	0.263460403
ADAM10	0.303050453	0.376167356
ZNF280D	0.512208868	0.205508966
SEMA6D	0.111283124	0.795766385
BCL2L10	0.370538002	0.769163602
RSL24D1	0.234585441	0.492591821
GCOM1	0.162802831	0.741727801
GCHFR	0.645657843	0.420791567
GTF2B	0.465891679	0.152128024
RABGGTB	0.163536986	5.99E-01
SLC44A5	0.094722608	0.880767119
CLCA2	0.480836129	0.792553431
DBT	0.114217025	0.750427696
CGREF1	0.055367962	0.940856559
KHK	0.309925166	0.704225656
PPM1B	0.259309882	0.459641544
PNPT1	0.084145377	0.765141236
LHCGR	0.15230587	0.844378231
THUMPD2	0.300696611	0.439111151
RAB1A	0.047393296	8.58E-01
ACTR2	0.064963528	8.16E-01
SLC5A6	0.435464258	0.163216642
ABCG5	0	1.00E+00
PREPL	0.121147062	0.707473848
SLC3A1	0.561335281	0.577950271
FBXO11	0.313948988	0.255318091
SIX3	0	1
CENPO	0.08651265	0.790129314
DTNB	0.0770012	0.856899246
CYP2C9	0	1
LOXL4	0.172695062	0.543400827
STAMBPL1	0.559783582	0.093986536
LBX1	0	1
BTBD16	0	1
CUZD1	1.709394785	0.585325631
TACC2	0.232110777	0.700791511
KIF20B	0.314121834	0.502695067
ENTPD1	0.058868328	0.915900692
EXOC6	0.268922897	3.61E-01
DBR1	0.466693251	0.144719815
GPR87	0.495355393	0.875464745
FAM149B1	0.189343564	0.524919041
ZNF365	1.56827677	0.097334559
ADAMTS14	0.109802585	0.877773486
RPS24	0.191123277	0.421096435
TET1	0.205616188	0.645250364
DNA2	0.369151788	0.21357977
MYPN	1.01566277	0.129709315
STAT4	0.722902742	0.264913981
MSTN	1.540732381	0.624255716
CARF	0.4828178	0.188818654
ASNSD1	0.160944005	0.623553825
SSB	0.033468591	0.933788047
NAB1	0.330935018	0.156037049
PPIG	0.392364876	0.338442933
MDH1B	1.228216328	0.318874795
HECW2	0.038904793	0.922782868
OLA1	0.043213433	0.856994575
CIR1	0.649110818	0.127790039
CHRNA1	1.518373847	0.451585438
SLC49A4	0.358767303	0.446428089
SENP7	0.668677236	0.129409825
GUCA1C	0	1
CCDC54	1.071924042	0.734502592
MNS1	0.268820154	0.830273465
USP8	0.387841949	2.50E-01
SECISBP2L	0.178865546	0.588521433
TMOD3	0.051967615	0.750246188
INTS14	0.151024621	0.557534288
PARP16	0.772409689	0.017324568
PPCDC	0.67730386	0.295341382
SEMA7A	0.18276968	0.65410526
FAM13A	0.28354022	0.413995816
HERC3	1.948110134	0.003754522
HERC5	0.161075607	0.672946635
NDST4	1.991463256	0.315406353
ZGRF1	0.715067133	0.096564104
HNRNPD	0.418500685	5.55E-03
GPAT3	0.180973135	0.373965754
FGF2	0.206581189	0.724449742
KIAA1109	0.442069539	2.93E-01
MMRN1	1.982156281	0.042748078
PDE5A	0.23196974	0.632896564
PRDM5	0.699932848	0.087189078
NAAA	0.207386432	0.638568009
NUP54	0.458822194	0.148589221
G3BP2	0.291277579	0.235376268
FRAS1	0.002354878	0.996693134
CNOT6L	1.120769247	0.078759474
ANXA3	1.127556772	0.106113411
CENPE	0.235721449	0.688021061
INTS12	0.249785236	0.417780203
LEF1	1.28800296	0.052244262
EGF	0.242471592	0.831256241
SEC24B	0.375086492	0.209453996
RGS3	0.548443209	0.036141284
TTLL8	1.276097326	0.481834385
ERP27	1.23721897	0.074285536
GABARAPL1	0.63873632	1.71E-01
KIF21A	0.037777618	0.937750802
YARS2	0.290628899	0.243267831
FGD4	0.19225117	0.685615025
PIK3C2G	0	1
SINHCAF	0.256221054	4.22E-01
PLCZ1	0	1
AEBP2	0.349482263	0.216324673
SLCO1C1	0	1
PRICKLE1	0.174045643	0.733550643
C1RL	0.065456642	0.781006259
CLSTN3	0.370611938	0.30339135
KLRG1	1.629602513	0.006790413
VAMP1	0.657451917	0.211202146
CD27	0.751048289	0.267036553
PIANP	0.747113999	0.412438719
SCAF11	0.429942368	0.280232375
ANP32D	0	1
LLPH	0.085025111	0.800440187
INHBE	1.38815924	0.583884567
GLIPR1	0.23544887	0.630183677
TPH2	1.73425735	0.376321187
POC1B	0.456260494	0.141151296
NEDD1	0.520822028	0.163107181
SYCP3	0.729673387	2.68E-01
ASCL1	0	1.00E+00
TMEM132B	0.859127061	0.100443271
SLC15A4	0.470463481	0.237957381
TDG	0.173909696	0.565233265
GLTP	0.006028376	0.984938521
GIT2	0.521102756	0.097350441
TCHP	0.609425579	0.074237025
FAM222A	0.171172151	0.766262661
FOXN4	0.716906194	0.514899828
MTMR6	0.536212549	0.21650181
PDX1	0	1
LNX2	0.21722376	0.57737938
CCDC65	0.436926587	0.205491347
RDH16	1.522002101	0.071814536
NPFF	1.737968288	0.223466106
CELA1	1.730489929	0.45851456
SMARCC2	0.398348709	0.137555185
KANSL2	0.634668989	0.037476243
CERS5	0.10764225	0.542271721
MAP3K12	0.294969805	0.221600958
ITGB7	0.927705838	0.179166243
CSAD	0.147166363	0.687204672
LMBR1L	0.185639023	0.61876116
KRT71	0	1
ZNF740	0.429498904	0.065096192
SMIM2	1.601950321	0.610044149
HNRNPA1L2	0	1
SBNO1	0.290304841	1.97E-01
MORN3	0.966598212	0.142619749
SETD1B	0.59386941	0.112186251
VPS33A	0.01562786	0.944758965
VPS37B	0.525707404	0.165095014
RHOF	0.261991038	0.520692759
SLAIN1	0.990617827	0.024130498
RBM26	0.49699489	0.067675355
RNF113B	0.105879054	0.887070466
ABHD13	0.636392754	0.088951036
CDH24	0.123856057	0.863588447
REM2	0.372008906	0.601521007
TSSK4	0.907958019	0.079840358
FITM1	0.506441236	0.629679809
FRMD6	0.171601592	0.730460019
PELI2	0.536717553	0.240856993
ARMH4	0.520931127	0.367369855
SYT16	0.079243873	0.89472553
NAA30	0.333359574	0.291431181
RDH12	0.101524377	0.914738697
DCAF5	0.326977807	0.048241373
RAB15	0.16645512	0.572734318
WDR89	0.513120408	0.181605939
ESR2	0.100003604	8.67E-01
KCNH5	0	1
GPR65	0.986279126	0.095727251
PTGR2	0.419549869	0.539195714
SERPINA10	0.190590764	0.684531881
CLBA1	0.09922558	0.700689785
WDR20	0.433618805	0.102758498
NIPA2	0.010862858	0.966339263
SLC12A6	0.686106092	0.222062853
MFAP1	0.011520309	0.961614698
ZSCAN29	0.279954409	0.165284176
LYSMD2	0.083500798	0.856219652
SLC27A2	0.503775174	0.420092046
FGF7	0.63631395	0.329456036
HDC	0.078674367	0.844953037
BNIP2	0.286121217	0.405311535
GTF2A2	0.010567656	0.974611066
BAHD1	0.075883067	0.75265656
CDAN1	0.231009172	0.317150182
TLE3	0.276578517	0.590537913
UBE2Q2	0.162714979	0.516400213
PSTPIP1	0.454760413	0.437023842
BCL2A1	0.038072213	0.955451015
HMG20A	0.216289412	0.361128689
SCAPER	0.309106251	0.235135948
NCOA2	0.277885014	0.393554547
NEIL1	0.354601913	0.533850342
TPM1	0.281671558	0.426673393
USP3	0.53852182	0.168057079
BBS4	0.239474633	0.30685434
ADAMTS17	0.298880541	0.449467502
LINS1	0.723714053	0.125582133
CCDC33	0.170545769	0.792616293
CELF6	0.180419061	0.92913144
CYP1A2	0.49602075	0.858953429
LMAN1L	1.481584405	0.452914255
FANCI	0.228094837	0.542798375
ABHD2	0.283104174	0.544493709
MCTP2	1.074712524	0.082334785
FURIN	0.197536407	0.701661552
IQGAP1	0.046737842	0.868669146
CRTC3	0.344223028	0.185134155
EFL1	0.227421361	0.297609971
SEPTIN12	0.495355393	0.875464745
PMM2	0.062718725	0.659792843
ITGAX	0.351109069	0.603966279
PARN	0.089336927	0.554035281
UQCRC2	0.001973166	0.993074884
CDR2	1.069373218	0.040918699
NKD1	0.244680652	0.536268876
MARVELD3	0.026603889	0.983611445
CHST4	2.063873913	0.156451613
NLRC5	0.403893404	0.361700309
ADAMTS18	1.336101425	0.05453912
CMTM2	0.376598476	0.608712462
CDH11	0.042681135	0.939155644
MAP1LC3B	0.094705604	0.733739549
MBTPS1	0.161584221	0.311326128
MEAK7	0.00185582	0.994672901
ZSCAN32	0.580771484	0.074115108
PDPK1	0.042674017	0.872099238
TIGD7	0.422049276	0.258363463
GAS8	0.113953594	0.79198007
MED9	0.181656568	0.42838272
NCOR1	0.318317193	0.11227486
COPS3	0.104312061	0.599350268
GID4	0.01626475	0.948753769
ZNF287	0.557172952	0.142271483
MYOCD	3.583014375	4.36E-02
KSR1	0.021331287	0.943796802
UTP4	0.071137384	0.705052455
CTRL	0.495355393	0.875464745
DPEP3	0.580562418	0.352103444
PRPSAP2	0.066589378	0.771358649
UNC45B	0.615985567	0.537701825
PCTP	0.162524847	0.56388971
OR4D1	3.042704635	9.12E-03
KIF2B	0	1
TOB1	0.272913745	0.441048625
SPATA22	0	1
SGSM2	0.023610391	0.923465476
SKAP1	1.286262792	0.039862766
LRRC46	0.802440395	0.101230353
SSH2	0.681703221	0.19216466
RHBDL3	0.964927456	0.129561037
SPACA3	0	1
ARSG	0.318216888	0.468543797
ABCA8	0.252066106	0.689079823
BCAS3	0.236468656	0.31596426
PTRH2	0.236437329	0.50997211
SS18	0.118633296	0.649622044
TAF4B	0.108992873	0.823284643
PRELID3A	0.01058774	0.983722738
GNAL	1.069357299	0.013112268
C18orf21	0.943481824	0.017641138
MEP1B	0.658156264	0.540747732
ESCO1	0.627901081	0.182503293
GREB1L	0.014942308	0.972217082
RMC1	0.492409787	0.188508245
NPC1	0.114800696	0.660687576
SLC14A1	0.912885232	0.196650574
ARRB2	0.00917224	0.987914784
SLC13A5	0.34868315	0.826391602
PIK3R5	0.495095243	0.423276987
TMC6	0.136492191	8.07E-01
CSNK1D	0.278537932	0.504391079
FN3KRP	0.045972853	0.849816758
NARF	0.087797093	0.832891817
RNF157	1.11109791	0.060530544
ZNF750	0.105937041	0.827985121
CBX4	0.728385411	0.043711876
RNF165	1.048623621	0.017892967
DYM	0.199776813	0.3672408
ELAC1	0.19064796	0.6212775
SMAD4	0.108328074	0.737473712
ZCCHC2	0.40666717	0.42620162
RETREG3	0.126754912	0.598270008
ERBB2	0.050372321	0.884547584
PLPP2	1.573405656	0.023740618
ZIM3	0	1
DMRTC2	3.35476805	0.038145044
CCDC97	0.282361886	4.62E-01
ZFP14	0.704978537	0.084352768
SIRT3	0.107462281	0.637225278
PGGHG	1.150499367	0.037439826
HUNK	0.127967773	0.875085866
IFNAR1	0.016639519	0.950894622
COL6A2	0.286077595	0.229688214
SIK1	0.301133655	0.703274918
DNMT3L	0	1
NTN5	0.208580229	0.778740673
LMTK3	0.81701092	0.095412043
GEMIN7	0.425741361	0.405648234
ADAMTS10	1.290707628	0.040939667
MYO1F	0.216757043	0.706836834
ERVK3-1	0.697065598	0.181753687
NLRP12	0.413260835	0.560104223
CACNG8	1.688609541	0.248732463
TIMM29	0.039865384	0.906887706
TM4SF5	1.740457728	0.578256443
GPR32	0.495355393	0.875464745
SIGLEC10	0.739927539	0.134802862
ACP4	0.284414728	0.592663433
KLK3	1.809115764	0.449996723
ZNF473	0.071169649	0.791984163
FAM71E1	0.223941599	0.692596551
RPS11	0.448840299	0.183516793
PTH2	0	1
RPL13A	0.082434069	0.754319953
NOSIP	0.104675027	0.676990889
ZNF614	0.189823726	0.607430394
CFAP74	3.182369607	0.043090754
EPHA2	0.070131701	0.88182502
MYOM3	1.354120901	1.16E-01
RPL11	0.409675001	0.150873134
IL22RA1	1.85060765	0.083421153
ZNF593	0	1
EVA1B	0	1
C1orf94	0	1
PLK4	0.051466544	0.919012869
GPN2	0.13393892	0.48493423
SYTL1	1.040017111	0.100225827
NBPF3	0.38424651	0.304458074
ITGB3BP	0.174479443	6.69E-01
PRKACB	0.05233197	0.876005212
PIGK	0.167811131	6.07E-01
AZIN2	0.547238079	0.297847891
RPS8	0.197861122	0.383447951
KIF2C	0.111157458	0.894136593
BEST4	0.274366116	0.524452417
DMRTB1	0	1
LMO4	0.045614283	0.905331281
SYPL2	0.92871917	0.111707052
BARHL2	0	1
MTF2	0.349025647	0.28074334
STRIP1	0.49149339	7.37E-02
KCNA10	0	1
CD53	0.226600478	0.705771733
CELSR2	0.09210354	0.866380727
ITGA10	0.836466759	3.45E-01
POGK	0.064172113	0.854491473
DCAF6	0.118871632	0.691636685
GPA33	0.878805409	0.205937578
RXRG	0	1
TBX19	0.612897159	0.177081385
UCK2	0.03231727	0.902466
XCL2	0.39640232	0.574717272
POU2F1	0.549360065	0.078806089
MAEL	0.439631766	0.821729559
DPT	1.540732381	0.624255716
ADCY10	0.054923619	0.917459348
COP1	0.189639481	0.511599146
F13B	0	1
FCRL5	1.380443361	0.052299162
CASQ1	0.062402771	0.922132812
ISG20L2	0.428998852	0.172284894
XPR1	0.183514448	0.392363108
TOR1AIP1	0.423609307	0.256918543
LYPLAL1	0.248744322	0.456916779
LHX9	1.054928117	0.646328232
PRUNE1	0.415380796	0.079659632
RORC	1.545305279	0.05623529
TUFT1	0.529118904	0.152195654
SF3B4	0.055235862	0.803358582
ZNF687	0.061690649	0.849464501
CGN	0.417393352	0.526997544
SETDB1	0.24926359	0.164424595
PIP5K1A	0.152390519	0.395784728
ANP32E	0.300245355	0.368413409
MINDY1	0.057545376	0.848649031
MRPL9	0.301294073	0.327458395
POGZ	0.293332975	0.09183815
C1orf56	0.29111926	0.331831193
HORMAD1	1.600791388	0.029184134
GABPB2	0.328712565	0.041047519
SYT14	0.105187256	0.903064614
KCNH1	0.537308106	0.517067025
DTL	0.240227588	0.709094159
EIF2D	0.186041484	0.548456308
INTS7	0.001626658	0.994051437
VASH2	2.099797954	1.12E-02
TAF1A	0.718262059	0.030265947
SMYD2	0.197313123	0.34751036
DUSP10	0.353032022	0.404568342
ATP8B2	0.410116897	0.153294524
JTB	0.122726789	0.621621945
S100A8	0.465805277	0.464387473
NUP210L	0.269418732	5.11E-01
UBAP2L	0.094997534	0.685799791
CREB3L4	0.540136626	0.104535329
EFNA3	0.496541956	0.596762069
KCNN3	0.952244409	0.499764032
GATAD2B	0.496099573	0.080498387
RIT1	0.507357466	0.222123359
ACTA1	0.955074357	0.495642947
C1orf131	0.518249286	0.098029112
TTC13	0.614985745	0.011729142
LYST	0.735338333	0.132195464
CEP170	0.299553889	0.548961912
NVL	0.312545523	0.135093375
SDE2	0.228914203	0.379326174
FBXO28	0.281003836	2.42E-01
ITPKB	0.511160592	3.46E-01
MBOAT2	0.074218148	0.807775456
PSEN2	0.042768666	0.924915528
LBR	0.581616827	0.149526358
WNT9A	0.715809609	0.490490699
SOX13	0.466345964	0.122885416
PTPN7	0.74985391	0.160972947
SYT2	0.296965736	0.607591923
OSR1	0.378489208	0.645258489
GDF7	0.31803472	0.410993675
ATP6V1C2	0.100841446	0.792805559
CAMKMT	0.380281856	0.315431282
ABCG8	0.829774252	0.294087949
EML4	0.448227856	0.246021916
CHAC2	0.973922308	0.042440151
RPS27A	0.033602742	0.859743801
VPS54	0.150509881	0.582255203
REG3G	0.612567305	0.396628405
ASXL2	0.076012563	0.64429464
ETAA1	0.61597623	0.154251392
SNRPG	0.168497272	6.14E-01
ABHD1	0.978705339	0.067828132
TRIM43B	2.12419533	4.94E-01
TRIM43	1.193406851	0.552646291
ANKRD53	0.070416394	0.89325987
TPRKB	0.391557049	0.208127525
NAT8	1.682600249	0.546854251
DQX1	1.097700167	0.203668297
DUSP11	0.689410199	0.026923578
RALB	0.04607106	0.866119264
RABL2A	0.467632836	0.192245363
SLC20A1	0.228166875	0.38683452
ZC3H8	0.77567671	0.116753129
LIPT1	0.60723602	0.244050318
CNGA3	0	1
FAHD2B	0.530797498	0.096132763
AFF3	0.310913096	0.578972838
UBXN4	0.019166235	0.941674542
NXPH2	0.746387508	0.386048133
SPOPL	0.500788692	0.229962158
AMMECR1L	0.257371482	0.250597041
GALNT13	0.867051945	0.5051906
SCN1A	0	1
SLC4A10	2.071222879	0.001340005
SCRN3	0.183844733	0.5944922
LNPK	0.425393021	0.26191845
TMEFF2	0.445893157	0.862090773
PHOSPHO2	0.287922654	0.601015631
CCDC150	0.014702497	0.977674545
METTL21A	0.010832836	0.969426973
UNC80	1.409257676	0.31931953
PTH2R	0.879639573	0.414236533
CPO	0.30707932	0.842740509
KANSL1L	0.028419824	0.924777316
ABCA12	0.527848676	0.491260322
RHBDD1	0.089306859	0.67175421
TRPM8	0.234473538	0.910098433
ANKMY1	0.26973821	0.263979949
FANCD2	0.119161592	0.795694694
TAMM41	0.320680695	0.224199454
RAB5A	0.468908719	0.151643546
CTDSP1	0.050405926	0.894714597
CNOT9	0.003045183	0.988583829
GRIP2	0.183945763	0.7276289
EAF1	0.123217975	0.654974512
CNTN4	0.21089084	0.778797926
GADL1	0.495355393	0.875464745
OSBPL10	0.155115629	0.671328913
GASK1A	0.616802159	0.411615531
SLC25A38	0.326793792	0.267761887
GOLGA4	0.197700361	0.610952207
STAC	0.30965423	0.587685496
IQSEC1	0.332053161	0.570216883
RPL32	0.390197047	0.15766542
IL17RD	0.200852466	0.671073624
SLC25A26	0.173970944	0.526653205
UBA3	0.142424171	0.532412413
ARL6IP5	0.140773121	0.592230856
TMF1	0.446374143	0.276206209
LRTM1	1.073133602	0.734212551
ZNF660	0.061759502	0.902472963
NXPE3	0.074912582	0.768560455
ADGRG7	0	1
TAGLN3	1.023094631	0.556771212
RABL3	0.132056735	0.596722442
TMEM108	0.396026203	0.540518244
AGTR1	1.003448549	0.338098474
MED12L	0.523303036	0.261163911
SPATA16	0	1
FAM86B2	0.157199689	0.831671688
LPP	0.117520773	0.744851541
TMEM44	0.163826988	0.669223923
AMT	0.284115099	0.715200267
UCN2	0.692884324	0.614976486
DCAF1	0.106519139	0.523106904
TM4SF19	0.913554754	0.214706291
MUC4	0.30180754	0.788560819
SLIT2	0.042775554	0.937908923
EIF2B5	0.009882	0.967222691
AHSG	0.495355393	0.875464745
ECE2	0	1
VWA5B2	0.301201967	0.679021752
DGKQ	0.614734336	0.03651439
FIP1L1	0.277721624	3.68E-01
SLC26A1	0.051516328	0.911520916
LYAR	0.291059208	0.318940859
CENPC	0.658852352	0.166050722
ATP10D	0.040817265	0.90816922
OCIAD2	0.010393034	0.97479521
SLC10A4	1.73336089	0.243412932
SLC10A6	0.495355393	0.875464745
PLAC8	1.084092513	0.054413234
ENOPH1	0.057618224	0.783319773
CABS1	0	1
GC	1.709394785	0.585325631
TRMT10A	0.29112673	0.507090469
PYURF	0	1
TBCK	0.091415265	0.750337909
CAMK2D	0.141368485	0.572583293
ANK2	0.272080794	0.674712622
SPATA5	0.433652961	1.64E-02
FABP2	0.496033559	0.8634732
METTL14	0.449778891	0.173519087
RPS3A	0.323891021	0.20341672
RNF175	0.863320852	0.252514733
GLRA3	0.495355393	0.875464745
ROPN1L	0.419090195	0.545638535
MARCHF6	0.220758111	0.422775822
NKD2	1.158855876	0.316948544
ADAMTS16	0.523192846	0.388211751
OTULINL	0.035820964	0.956393981
RPL37	0.335731441	0.089807859
SKP2	0.163936919	0.670334584
OSMR	0.05667815	0.887861919
PLK2	0.102251364	0.769964232
GZMA	1.630048226	1.13E-02
PIK3R1	1.053725762	0.015511535
HAPLN1	0.145674092	0.893266028
SSBP2	0.362337757	0.320514615
BHMT	1.464946378	0.385495758
ANKRD31	0.711206945	0.481251331
IQGAP2	0.472539099	0.375652915
CRHBP	0.582524254	0.27637358
RASA1	0.139791432	0.678870634
LIX1	1.725169296	0.132352721
GIN1	0.940858006	0.0771182
BDP1	0.341348254	0.389935998
GTF2H2	0.721760345	0.271604618
BTF3	0.142108217	0.511470262
FBXL17	0.081505376	0.716962305
TSLP	1.374987133	0.372926826
