"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PHF11",-0.539826015932798,9.12740158506914,-1.77672515675454,0.102695321628797,0.382877660362954,-5.04674263521741
"ZNF14",-0.931243280399265,6.59423390520123,-1.77667934012229,0.102703182306094,0.382877660362954,-5.04680997325391
"FDFT1",-0.986098881607342,10.6809969387556,-1.77577477662847,0.102858488055715,0.383365796934464,-5.04813924118765
"MAN2B2",-0.805209318907993,10.3852504711056,-1.775709228645,0.102869750323649,0.383365796934464,-5.04823555035704
"XXYLT1",0.730032162331091,7.97361380366393,1.77570164566595,0.102871053281451,0.383365796934464,-5.04824669184622
"KCNC1",0.950977500432693,0.875488750216347,1.77505785773058,0.102981727604965,0.38363875804882,-5.04919249864814
"RHOT1P1",0.950977500432693,0.875488750216347,1.77505785773058,0.102981727604965,0.38363875804882,-5.04919249864814
"FKBP1C",-0.747619512731224,4.02180216953803,-1.77501230334618,0.102989562986862,0.38363875804882,-5.04925941672103
"TRARG1",-2.60682222921932,1.90341111460966,-1.77485978746884,0.103015799732522,0.38363875804882,-5.04948345125945
"GDI1",0.567391566846656,11.2468223915353,1.77484778518853,0.103017864697043,0.38363875804882,-5.04950108127181
"PSME2P2",0.83040061868901,2.04918530963297,1.77475273181961,0.103034219730253,0.38363875804882,-5.04964070176321
"ITPK1-AS1",-0.8,0.716992500144231,-1.77464515100817,0.103052733085873,0.38363875804882,-5.04979871840536
"ZNF248-AS1",0.8,0.716992500144231,1.77464515100817,0.103052733085873,0.38363875804882,-5.04979871840536
"FOXA3",-1.40075042697222,2.4513527139188,-1.77463095089849,0.103055176977469,0.38363875804882,-5.04981957538978
"TMEM191A",-0.89398820520687,6.60145710801051,-1.77441770063539,0.103091884439371,0.383678324116688,-5.05013278428302
"KLC4-AS1",0.833985000288462,0.816992500144231,1.77430278425342,0.103111670269091,0.383678324116688,-5.05030155782419
"P2RX3",-0.833985000288462,0.816992500144231,-1.77430278425342,0.103111670269091,0.383678324116688,-5.05030155782419
"PSMD6-AS2",-1.20075042697222,2.49874583275205,-1.77422214813878,0.103125555912172,0.383678324116688,-5.05041998158425
