"ID","B_cells_naive_CIBERSORT","B_cells_memory_CIBERSORT","Plasma_cells_CIBERSORT","T_cells_CD8_CIBERSORT","T_cells_CD4_naive_CIBERSORT","T_cells_CD4_memory_resting_CIBERSORT","T_cells_CD4_memory_activated_CIBERSORT","T_cells_follicular_helper_CIBERSORT","T_cells_regulatory_(Tregs)_CIBERSORT","T_cells_gamma_delta_CIBERSORT","NK_cells_resting_CIBERSORT","NK_cells_activated_CIBERSORT","Monocytes_CIBERSORT","Macrophages_M0_CIBERSORT","Macrophages_M1_CIBERSORT","Macrophages_M2_CIBERSORT","Dendritic_cells_resting_CIBERSORT","Dendritic_cells_activated_CIBERSORT","Mast_cells_resting_CIBERSORT","Mast_cells_activated_CIBERSORT","Eosinophils_CIBERSORT","Neutrophils_CIBERSORT","P-value_CIBERSORT","Correlation_CIBERSORT","RMSE_CIBERSORT"
"R.C2PR.ZZS",0.267215629722692,0.119121009896937,0,0.0948986509815951,0,0.1558648494079,0.0126971990554071,0.0283457317307516,0.00189350524723827,0,0.159659761889863,0,0.0720055083022248,0.0280238325888506,0.051987167254027,0.00828715392251273,0,0,0,0,0,0,0.018,0.228157757144263,1.01926565558825
"R.C2SD.FGD",0.480859942009365,0.199780096704256,0,0.00506905355852138,0,0.0407177423256777,0.0538167514297153,0.00466687914384504,0,0,0.0463480522880932,0,0.00997418254185228,0.0618934179290859,0.0101711598229517,0.0793152491864021,0,0.00409449644584806,0.00329297661438582,0,0,0,0,0.678671021117782,0.733756854883713
"R.C2SD.LL",0.698471518913044,0,0,0.0124917211843356,0,0.0491498944817892,0,0.0365866929612015,0,0,0.0655070631250292,0,0.0251152790612157,0.0657882927867818,0,0.0427981227315184,0,0.0040914147550847,0,0,0,0,0.003,0.457677653387996,0.931427541276857
"R.C3CR.JTL",0.0877791845892164,0.447446135094639,0.185126958358278,0.0219255664498309,0,0,0.0355342578397982,0.00654643780757272,0,0.00689445981380217,0.0119647576343764,0,0.0103956087305054,0.0276426262418452,0.0466893730800191,0.063140948458502,0,0.0229018191597329,0.0260118667418819,0,0,0,0,0.727716422367911,0.686830491412812
"R.C3CR.SW",0.0399739029514672,0.400200999059559,0,0.0247843622136143,0,0,0.00639703152278239,0.0471587008309395,0,0,0.0320887415488275,0,0,0.212342862033169,0.120028383057318,0.0261670102151898,0,0.046576442735286,0.026668497944605,0,0.0176130658872432,0,0.005,0.38268530840489,0.933546230675424
"R.C3CR.WXD",0.350261114330544,0.308632983928078,0,0.0891001079884057,0,0.0237633936701701,0.00337845342818827,0.0434042379612872,0,0,0.01245063394934,0,0,0.109238116651924,0.0155859071109515,0.044185050981112,0,0,0,0,0,0,0,0.501704105039179,0.879546254517615
"R.C3PR.SYT",0.263910895814225,0.485807346821498,0,0,0,0,0.0877067815505908,0.00313223050072586,0,0,0.0548909000633793,0,0.000496962963738183,0.0583490673875109,0,0.0233712255214954,0,0.0147156808277469,0.00761890854908967,0,0,0,0,0.683422972028591,0.729964652658842
"R.C3PR.YWY",0.187496165168631,0,0.00556295036222811,0.0261712825533864,0,0.23382529421279,0,0,0,0,0.0700232777292675,0.0321274820200253,0.111269155134012,0.00643735355948734,0,0.193689305009845,0,0.0168643421264599,0.116533392123868,0,0,0,0.862,-0.0191748859332759,1.08509523990154
"R.C3PR.ZHB",0.0935607491523735,0.483055171023731,0,0.000914978418398473,0,0,0.00751332823078574,0.0479767718207567,0,0,0.0138441341775324,0,0.0036686138134716,0.276489358037289,0.00310120907611289,0,0,0.0576331326339291,0.0122425536156191,0,0,0,0,0.563605143503548,0.826345818177847
"R.C3PR.ZZ",0.00619535583556548,0,0.0939177099692169,0.0231925085517594,0,0.218236576745222,0.0164992268460273,0.0184254499342722,0.105203816614963,0,0.0479061416199971,0,0.0958000738209824,0,0.0582818805361011,0.270313050574806,0,0,0.0460282089510873,0,0,0,0.02,0.218864477200057,0.992288936139865
"R.U.GSG",0,0.595272602054619,0.0366829477452072,0.0543998082351685,0,0.00502981208044848,0.0148224271748377,0.047230478744573,0.0237272840725292,0,0.0182312101739768,0,0.000555727218881366,0.0673663613240012,0,0.0629749422561996,0,0.0706322961167399,0.00307410280281799,0,0,0,0,0.643359291697779,0.765717174518614
"R.U.LJS",0.134890485413541,0.507139189293592,0.143357130987985,0.0640145472863457,0,0,0.0103221278052241,0,0.0084316791997173,0,0.0713267027027222,0,0.0155859452099845,0.0101066162989236,0.00327903455961472,0.0130942872848487,0,0.0111340642224049,0,0.00731818973509695,0,0,0,0.577058739199958,0.831879885098998
"R.U.WYF",0.293480855902695,0.229808481916207,0,0.0124683317152973,0,0.156535933966348,0.00863214150556579,0.0976082589499958,0,0,0.0352603661761731,0,0.00037113696639693,0.0785230140544246,0.0304416270492285,0.0568698517976677,0,0,0,0,0,0,0,0.535237310543433,0.844955142946337
"R.U.XHB",0.411980327332321,0.252029037618419,0,0.0655717158621637,0.0204869849313331,0.0150216357808374,0,0.00351063389818701,0,0,0.0529232381892431,0,0.0227260377341655,0.0621497615820006,0.000845705237050945,0.0853341514823831,0,0.00742077035189549,0,0,0,0,0,0.501005725833447,0.881001187382373
"R.U.ZCF",0.254851758093059,0.268195050349744,0,0.0243712459005659,0,0.0324703215170573,0.0044992828518692,0.0153417066991682,0,0,0.0347370425884923,0,0.0681135000484697,0.0642906324800087,0.0401426193589068,0.191493120182493,0,0,0.00149371993016629,0,0,0,0.004,0.404320918247143,0.92610849928908
"R.U.ZYL",0.103085353604406,0.18856707301723,0,0.0992193417972489,0,0.00463453303822817,0.186383319871037,0,0.00135719534055464,0,0.0612119250648446,0,0.0400887486205598,0.0331871406922037,0.11627290274386,0.0877468007283773,0,0,0.0729257278551443,0,0,0.00531993762630562,0.004,0.42103499615419,0.906239797998627
