"","NM001","NM002","NM003","NM004","NM005","TB001","TB002","TB003","TB004","TB005","AD001","AD002","AD003","AD004","AD005","SA001","SA002","SA003","SA004","SA005"
"ABCC9",12.2508261860158,10.069794631602,4.26259844406487,3.89886303348121,11.542738724382,12.4520419751934,40.3370631218998,23.1599014373994,12.0463911642318,12.0882192221423,9.96294926178618,0.860023713135382,1.7037707987858,1.1858792092594,2.51222902321642,25.1674919973906,16.4828620921732,0.480725621964224,61.0825026148228,46.9891673351989
"ABCD1",17.9821200226478,24.0782375153713,11.2903152178786,8.64496650336921,23.204117659119,26.6865445362889,20.1562873546093,18.910655175595,25.5238740555811,32.4895739245014,16.212869181972,38.0713162917266,18.4445121388289,11.37999805855,27.0217008902095,15.0867394058166,11.2219653585829,12.9183304224424,31.324263263492,30.5238494193003
"ABCD2",0.393742349643404,0.641244235080633,0.0322388804224276,0.112897329742178,0.239744885655491,0.44979395874245,1.55455415796185,0.499697056276841,0.60572079666872,0.350627799317821,0.659407658514247,0.0576696321461862,0.211202090980863,0.00899621939712332,0.0502128667935378,0.593001791498557,0.456246919346083,0.215433767506893,0.0647318354918704,0.217734756035611
"ABCD3",52.4843152100537,27.8732246068992,23.6296222644904,31.9061884699221,30.8254052029989,44.3138988449429,29.1788863716479,22.486493356692,26.2153892546071,15.1615478263536,36.4676276105809,28.7155789052271,16.0812857988605,9.7143148824252,16.7389144073969,30.834815333532,34.2430888249368,5.71038244744454,47.2923417085493,39.305426023305
"ABCD4",22.0189029405027,17.3981613234304,11.7023883487307,20.7604663132038,21.0626229999498,15.9676149583065,46.0679851916009,17.239472242876,19.4623101165978,22.5327173665122,20.90274249767,15.6246609877083,11.1906078913232,15.1062240498006,16.6267046281896,24.2227302606985,17.3272724379082,9.18065984361614,22.4464283865011,31.1630260635036
"ABCE1",32.9768357599535,34.4456719235394,35.616163717338,22.0626313358791,24.1871420142702,66.7788908572756,40.0117103182004,31.2778015444229,30.5041621837168,28.0517435569127,27.05077163319,32.0782618211615,50.3824418876169,11.3373541508843,68.0805864435887,33.1242230271922,41.9862610167886,8.82392997806126,72.6025025019079,69.4974630739579
"ABCF1",62.1733120056177,65.9190442132561,46.2731988480585,21.9272084455059,58.0203911853486,66.0561306409487,48.489767673039,56.1882557195122,58.8610693402481,57.2661338324126,53.9440192063423,65.7788424364438,54.3115893267087,80.5096007234953,157.386925801692,61.347246107336,44.9562746309068,45.7462287637522,117.560954343523,108.765103986834
"ABCF2",22.7230475600966,26.8842064601999,23.0159185574126,13.4034547436391,23.749559707599,32.3013241025418,20.3932499058909,27.7663049604201,22.5370161516686,20.9997340718242,20.2346087541941,42.3030863963289,30.9327183033867,35.0667485157468,103.328055589317,19.4249573718847,19.0600308933966,9.57220524937481,38.8752370573694,38.7611111147819
"ABCF3",49.973726348703,38.8906247191009,17.805876250314,22.7530557304623,41.0547217591193,39.0540847243652,39.6661670859561,35.902194095999,30.7458085713677,39.0517820468596,32.818273569978,41.1907399127531,41.8071851172087,46.5471285848865,55.4661998545859,39.2534760867197,26.6607090222365,19.6601024448891,48.4497441845767,49.0905075019755
"ABCG1",37.6240572093892,20.4177870081237,17.2153822912922,13.4294725077037,13.8294127400172,25.9025697179851,9.33246143525807,8.33169897089865,11.8283470361747,19.3931538478062,8.32660261170608,6.37794025825756,11.4277469792203,1.02436763329817,5.55737096682956,10.4907897403357,9.9581953975401,7.14627417513472,6.78983623737942,9.23685503149715
